,case_id,amtdebitincoming_4809443A,amtdebitoutgoing_4809440A,amtdepositbalance_4809441A,amtdepositincoming_4809444A,amtdepositoutgoing_4809442A
47,46040,0.0,0.0,0.0,0.0,0.0
48,46115,0.0,0.0,219.2,0.0,1.8000001
49,46166,0.0,0.0,0.0,0.0,5.2000003
50,46285,0.0,0.0,21300.201,40000.0,47011.6
51,46290,0.0,0.0,0.0,0.0,0.0
52,46357,0.0,0.0,0.0,0.0,0.0
53,46382,13333.4,13333.4,0.0,0.0,0.0
54,46445,0.0,0.0,1839.2001,0.0,277.80002
55,46540,0.0,0.0,0.0,0.0,5.2000003
56,46561,4433.4,4404.4,2363.0,29766.6,23051.0
57,46578,13333.4,12955.4,0.0,0.0,0.0
58,46584,0.0,0.0,313.6,0.0,2.4
59,46721,0.0,0.0,0.0,0.0,0.0
60,46747,21866.6,21866.6,0.0,0.0,0.0
61,46749,0.0,0.0,3197.8,1333.4,29.2
62,46852,536.4,536.4,0.0,0.0,0.0
63,46860,6666.6,6666.6,0.0,0.0,0.0
64,46877,10.0,10.0,0.0,0.0,0.0
65,46934,94.200005,0.0,0.0,0.0,0.0
66,47054,33333.402,33333.402,0.0,0.0,0.0
67,47069,666.60004,666.60004,0.0,0.0,0.0
68,47097,0.0,0.0,17211.4,0.0,484.6
69,47228,13333.4,10946.0,0.0,0.0,0.0
70,47234,0.0,0.0,6404.2,0.0,49.2
71,47268,0.0,0.0,0.0,0.0,2.6000001
72,47294,6708.0,6691.8003,0.0,0.0,0.0
73,47328,0.0,0.0,276.0,0.0,1.8000001
74,47370,352.2,336.6,2028.4,352.2,18.800001
75,47390,0.0,0.0,0.0,0.0,0.0
76,47391,3400.0,3381.2,0.0,0.0,0.0
77,47416,2266.2,136.6,0.0,0.0,0.0
78,47433,0.0,0.0,1277.6,0.0,10.400001
79,47438,0.0,0.0,0.0,0.0,27.4
80,47478,0.0,0.0,52536.6,16666.6,661.60004
81,47533,4776.0,4516.8003,163495.2,1333.4,4637.6
82,47599,0.0,0.0,402.4,0.0,136.8
83,47672,0.0,0.0,0.0,72.8,1.2
84,47698,0.0,0.0,2345.8,0.0,19.2
85,47723,0.0,0.0,515.0,0.0,3.2
86,47758,0.0,0.0,2010041.4,0.0,670253.44
87,47772,0.0,0.0,195356.61,33333.402,31397.201
88,47787,6353.4,6352.0,0.0,0.0,0.0
89,47812,84.0,56.0,0.0,0.0,0.0
90,47913,6626.6,6626.6,36778.8,960.0,13149.4
91,47915,0.0,0.0,0.0,0.0,3.6000001
92,47956,0.0,0.0,0.0,8392.0,741.2
93,48025,0.0,0.0,0.0,0.0,0.0
94,48068,3400.0,3333.4001,0.0,0.0,0.0
95,48102,0.0,0.0,0.0,82.8,0.4
96,48138,0.0,0.0,708.60004,0.0,13.400001
97,48184,0.0,0.0,377.2,0.0,2.4
98,48266,0.0,0.0,102424.2,27437.0,39615.2
99,48343,4080.0,4076.6,407.4,80.0,5.8
100,48430,0.0,0.0,0.0,0.0,0.0
101,48484,0.0,0.0,0.0,0.0,3.0
102,48536,0.0,0.0,231.2,0.0,1.4
103,48559,0.0,0.0,0.0,0.0,4.2000003
104,48572,0.0,0.0,0.0,0.0,6.2000003
105,48593,0.0,0.0,0.0,0.0,2.6000001
106,48604,0.0,0.0,304.4,0.0,2.4
107,48634,26740.0,26699.6,272.2,26740.0,26830.8
108,48668,133.40001,133.40001,0.0,0.0,0.0
109,48686,7666.6,7666.6,0.0,0.0,0.0
110,48760,0.0,0.0,0.0,0.0,0.0
111,48793,0.0,0.0,14501.0,0.0,1194.8
112,48806,1333.4,1270.0,6213.8003,1333.4,1113.0
113,48813,0.0,0.0,0.0,0.0,4.4
114,48877,0.0,0.0,4925.8003,0.0,966.60004
115,48923,10000.0,10000.0,446.4,0.0,2.8
116,48926,0.0,0.0,562607.8,0.0,87281.805
117,48929,0.0,0.0,0.0,0.0,3.6000001
118,49010,0.0,0.0,3478.6,0.0,491.0
119,49065,74000.0,52063.0,0.0,0.0,0.0
120,49287,0.0,0.0,2192.0,0.0,20.4
121,49296,0.0,0.0,0.0,0.0,0.0
122,49301,0.0,0.0,1051.2001,0.0,8.6
123,49343,22000.0,22000.0,0.0,0.0,0.0
124,49356,0.0,0.0,290.80002,0.0,1.8000001
125,49417,0.0,0.0,0.0,0.0,0.0
126,49436,4666.6,2666.6,0.0,0.0,0.0
127,49449,0.0,0.0,315.4,4400.0,40.0
128,49544,0.0,0.0,511029.4,180000.0,174860.61
129,49551,0.0,0.0,308.80002,0.0,2.4
130,49658,0.0,0.0,4858.2,0.0,36.2
131,49852,0.0,0.0,0.0,119.8,2.6000001
132,49883,6500.0,6500.0,334.6,0.0,2.8
133,49956,10000.0,9970.0,0.0,0.0,0.0
134,50003,0.0,0.0,255.40001,0.0,1.6
135,50033,0.0,0.0,125273.0,0.0,27316.4
136,50045,0.0,0.0,11769.8,0.0,2087.8
137,50119,13333.4,13333.4,0.0,0.0,0.0
138,50179,0.0,0.0,99363.4,0.0,3418.6
139,50204,0.0,0.0,2131075.8,715639.44,721075.6
140,50285,0.0,0.0,213.8,0.0,1.8000001
141,50288,0.0,0.0,761.2,0.0,5.8
142,50353,0.0,0.0,298.2,0.0,2.4
143,50354,0.0,0.0,0.0,0.0,269.80002
144,50492,0.0,0.0,15536.0,0.0,1455.8
145,50506,0.0,0.0,448.80002,0.0,3.4
146,50527,0.0,0.0,1820822.4,410000.0,1177289.9
147,50530,0.0,0.0,295.2,1333.4,1343.2001
148,50554,0.0,0.0,0.0,0.0,19.2
149,50590,0.0,0.0,1119.8,0.0,9.2
150,50654,0.0,0.0,33157.402,0.0,1626.2001
151,50709,0.0,0.0,0.0,3132.6,5.8
152,50721,0.0,0.0,2520.4001,0.0,218.40001
153,50791,0.0,0.0,0.0,0.0,0.0
154,50803,0.0,0.0,193342.2,0.0,14882.0
155,50806,0.0,0.0,10824.0,0.0,2740.2
156,50843,0.0,0.0,434.2,0.0,4.0
157,50866,0.0,0.0,0.0,0.0,2.6000001
158,50890,0.0,0.0,255319.4,1666.6,86562.6
159,50971,0.0,0.0,0.0,0.0,0.0
160,51057,0.0,0.0,0.0,0.0,0.0
161,51132,0.0,0.0,285.6,0.0,2.4
162,51182,0.0,0.0,2020.6,0.0,673.60004
163,51208,0.0,0.0,0.0,0.0,0.0
164,51261,2800.0,2800.0,495.80002,0.0,4.0
165,51284,0.0,0.0,10133.8,0.0,3378.8
166,51343,0.0,0.0,211.2,0.0,1.8000001
167,51469,0.0,0.0,0.0,0.0,0.0
168,51493,0.0,0.0,24532.0,0.0,8180.0
169,51506,0.0,0.0,380000.0,0.0,126710.2
170,51577,0.0,0.0,8146.4,0.0,2048.2
171,51591,0.0,0.0,168300.8,0.0,1662.2001
172,51620,0.0,0.0,0.0,0.0,20385.8
173,51649,0.0,0.0,0.0,0.0,0.0
174,51652,0.0,0.0,0.0,1039.8,21.800001
175,51715,0.0,0.0,69155.2,0.0,567.0
176,51751,0.0,0.0,209.8,0.0,1.6
177,51869,0.0,0.0,285.6,0.0,2.4
178,51888,0.0,0.0,0.0,0.0,3.6000001
179,51898,0.0,0.0,1437.4,0.0,11.8
180,51920,0.0,0.0,212.2,0.0,1.6
181,51923,5000.0,5000.0,0.0,0.0,0.0
182,51939,0.0,0.0,231.2,0.0,1.4
183,52006,0.0,0.0,252.8,0.0,2.0
184,52030,0.0,0.0,165201.0,50000.0,1545.4
185,52034,4.0,0.0,0.0,0.0,0.0
186,52151,0.0,0.0,0.0,0.0,0.0
187,52223,0.0,0.0,1192.2001,0.0,9.8
188,52267,0.0,0.0,305.6,0.0,2.4
189,52442,0.0,0.0,12357.0,0.0,4120.4
190,52529,0.0,0.0,6196.8003,0.0,705.0
191,52636,0.0,0.0,0.0,0.0,3.0
192,52647,0.0,0.0,561.8,0.0,8.0
193,52690,0.0,0.0,8540.8,0.0,397.2
194,52743,0.0,0.0,110806.4,0.0,908.4
195,52783,0.0,0.0,330.4,0.0,2.8
196,52844,0.0,0.0,0.0,0.0,3979.2
197,52878,0.0,0.0,384.0,0.0,3.2
198,52889,0.0,0.0,27354.6,10000.0,376.4
199,52908,0.0,0.0,141105.61,2666.6,38136.402
200,52938,0.0,0.0,0.0,27899.6,411.2
201,52972,0.0,0.0,1424.2001,0.0,14.0
202,53046,0.0,0.0,0.0,0.0,0.0
203,53171,7960.0,7960.0,29631.8,1000.0,8760.8
204,53217,0.0,0.0,107461.6,0.0,881.0
205,53401,0.0,0.0,0.0,0.0,3.2
206,53479,0.0,0.0,7713.8003,0.0,1368.2001
207,53500,0.0,0.0,48675.8,0.0,16229.4
208,53583,0.0,0.0,61950.8,0.0,507.80002
209,53903,0.0,0.0,0.0,8000.0,989.0
210,53962,0.0,0.0,2863749.8,441061.8,962573.2
211,53990,0.0,0.0,2450.6,0.0,15.6
212,54023,0.0,0.0,327.2,0.0,2.6000001
213,54104,0.0,0.0,0.0,0.0,0.0
214,54108,0.0,0.0,0.0,0.0,0.0
215,54120,0.0,0.0,0.0,0.0,1375.4
216,54235,0.0,0.0,765.2,0.0,6.2000003
217,54348,0.0,0.0,328.80002,0.0,2.6000001
218,54401,0.0,0.0,0.0,0.0,3.0
219,54517,0.0,0.0,0.0,0.6,0.0
220,54546,0.0,0.0,0.0,58093.402,606.2
221,54575,0.0,0.0,3069.0,0.0,1023.2
222,54735,0.0,0.0,33720.402,0.0,11243.8
223,54740,0.0,0.0,1625.0,541.8,468.6
224,54949,0.0,0.0,0.0,0.0,7.2000003
225,54990,0.0,0.0,0.0,0.0,0.0
226,55034,0.0,0.0,226.6,0.0,1.8000001
227,55107,0.0,0.0,25126.201,0.0,206.0
228,55185,0.0,0.0,483519.4,78574.6,106809.2
229,55299,0.0,0.0,1513.4,0.0,17.2
230,55343,0.0,0.0,392.0,0.0,3.0
231,55381,0.0,0.0,86510.6,0.0,709.2
232,55384,0.0,0.0,1587283.9,30000.0,78581.2
233,55655,0.0,0.0,243.0,0.0,1.6
234,55708,0.0,0.0,0.0,1882.8,1295.6
235,55747,0.0,0.0,117944.0,0.0,5826.2
236,55843,0.0,0.0,16510.0,0.0,4706.0
237,56154,0.0,0.0,216.8,0.0,1.4
238,56286,0.0,0.0,1187088.6,206666.61,235094.4
239,56373,0.0,0.0,2308.4001,0.0,17.800001
240,56405,0.0,0.0,0.0,573.4,300.4
241,56466,0.0,0.0,7388.2,0.0,60.600002
242,56718,0.0,0.0,242.0,0.0,2.0
243,56825,0.0,0.0,0.0,0.0,3.2
244,56889,0.0,0.0,0.0,77.8,0.4
245,57043,0.0,0.0,18875.6,4666.6,156.40001
246,57047,0.0,0.0,39318.2,30333.4,4655.4
247,57134,0.0,0.0,215.8,0.0,1.6
248,57242,0.0,0.0,0.0,0.0,2.2
249,57245,0.0,0.0,0.0,0.0,3.2
250,57248,0.0,0.0,0.0,0.0,18.4
251,57276,0.0,0.0,0.0,0.0,2000.0
252,57315,0.0,0.0,0.0,0.0,0.0
253,57466,0.0,0.0,0.0,0.0,2.6000001
254,57573,0.0,0.0,1755.4,0.0,11.2
255,57599,0.0,0.0,343.4,0.0,2.8
256,193454,25000.0,25000.0,0.0,0.0,0.0
257,193767,6666.6,6666.6,0.0,0.0,0.0
258,193913,19519.4,19510.8,0.0,0.0,0.0
259,194226,0.0,0.0,0.0,0.0,0.0
260,194391,28838.201,26176.201,0.0,0.0,0.0
261,194427,0.0,0.0,0.0,0.0,0.0
262,194529,5610.6,5610.6,0.0,0.0,0.0
263,194536,30223.8,30000.0,0.0,0.0,0.0
264,194652,1804.0,1815.0,0.0,0.0,0.0
265,194794,1003.2,1000.0,0.0,0.0,0.0
266,194798,6280.0,6280.0,219.6,66.6,2.0
267,194898,849.8,832.60004,0.0,0.0,0.0
268,194911,0.0,0.0,0.0,0.0,0.0
269,195042,9600.0,9600.0,517.60004,0.0,4.2000003
270,195051,100.0,100.0,0.0,0.0,0.0
271,195079,0.0,0.0,0.0,0.0,4.0
272,195082,17158.4,17157.6,283.0,666.60004,10.8
273,195089,0.0,0.0,2091.6,0.0,16.0
274,195122,599.2,13.8,229.6,0.0,1.4
275,195198,0.0,0.0,5328.6,0.0,41.0
276,195261,11718.0,11718.0,0.0,0.0,0.0
277,195422,2800.0,2599.0,0.0,0.0,0.0
278,195427,0.0,8.0,0.0,0.0,0.0
279,195430,19381.8,19963.4,0.0,0.0,0.0
280,195432,3333.4001,3333.4001,0.0,0.0,0.0
281,195433,2000.0,2000.0,0.0,0.0,0.0
282,195439,0.0,0.0,325.0,0.0,2.4
283,195445,0.0,0.0,248.8,0.0,1.6
284,195454,0.0,0.0,0.0,0.0,3.2
285,195457,6139.6,5102.4,285.0,0.0,2.2
286,195458,1666.6,1666.6,0.0,0.0,0.0
287,195461,0.0,0.0,459.80002,0.0,3.6000001
288,195463,0.0,0.0,1187.2001,0.0,7.6
289,195469,0.0,0.0,0.0,3320.2,34.600002
290,195480,6150.2,6140.0,204.40001,0.0,68.200005
291,195482,1515.6,1470.0,249.8,0.0,2.0
292,195489,0.0,0.0,242.8,0.0,1.6
293,195497,0.0,0.0,478.0,0.0,4.0
294,195501,0.0,0.0,568.2,1200.0,27.800001
295,195505,1134.0,1134.0,0.0,0.0,0.0
296,195510,6666.6,6636.6,0.0,0.0,0.0
297,195517,16666.6,16666.6,0.0,0.0,0.0
298,195520,3562.4001,3562.4001,0.0,0.0,0.0
299,195525,0.0,0.0,246.6,0.0,1.6
300,195532,0.0,0.0,528.8,0.0,4.0
301,195542,20032.8,20032.8,0.0,54.600002,2.2
302,195551,15119.2,15110.4,352.4,1933.4,21.4
303,195555,3440.6,3406.6,0.0,0.0,0.0
304,195556,0.0,0.0,0.0,0.0,4.8
305,195563,8000.0,7964.0,0.0,0.0,0.0
306,195564,0.0,0.0,231.2,0.0,1.8000001
307,195565,26134.0,26117.6,0.0,0.0,0.0
308,195571,0.0,0.0,0.0,0.0,3.2
309,195572,11111.2,11111.2,0.0,0.0,0.0
310,195582,0.0,0.0,322.0,0.0,2.6000001
311,195584,0.0,0.0,0.0,0.0,9.0
312,195588,7860.0,7082.2,0.0,0.0,0.0
313,195590,0.0,0.0,1614.0,0.0,108.6
314,195597,13333.4,13333.4,0.0,0.0,0.0
315,195606,0.0,0.0,243.0,0.0,1.6
316,195613,5000.0,5000.0,0.0,0.0,0.0
317,195621,0.0,0.0,252.40001,0.0,1.6
318,195627,6333.4,6333.4,0.0,0.0,0.0
319,195634,0.0,0.0,250.6,0.0,1.6
320,195637,23533.4,23560.4,1177.2001,23533.4,68.4
321,195643,0.0,0.0,0.0,0.0,0.0
322,195646,0.0,0.0,358.2,0.0,48.4
323,195652,0.0,0.0,1389.8,0.0,13.8
324,195655,0.0,0.0,1873.2001,0.0,15.400001
325,195658,25000.0,25000.0,0.0,0.0,0.0
326,195664,0.0,0.0,212.2,0.0,1.8000001
327,195666,0.0,0.0,282.80002,0.0,1.8000001
328,195673,12500.0,16666.6,0.0,0.0,0.0
329,195674,0.0,0.0,422.80002,0.0,3.4
330,195677,0.0,0.0,0.0,0.0,0.0
331,195678,66.6,66.6,0.0,0.0,0.0
332,195685,0.0,0.0,226.40001,0.0,3.8
333,195686,0.0,0.0,4496.8003,0.0,33.600002
334,195689,4000.0,4000.0,0.0,0.0,0.0
335,195692,1407.6,1405.0,0.0,0.0,0.0
336,195693,1950.0,1902.6,0.0,0.0,0.0
337,195695,140.0,140.0,0.0,0.0,0.0
338,195696,0.0,0.0,0.0,0.0,2.2
339,195699,23560.0,23560.0,0.0,0.0,0.0
340,195705,0.0,0.0,0.0,0.0,0.0
341,195709,28000.0,27994.6,0.0,0.0,0.0
342,195712,4400.0,4400.0,372.4,0.0,3.4
343,195716,4873.4,4870.0,0.0,0.0,0.0
344,195717,0.0,0.0,0.0,0.0,15.8
345,195721,4333.4,4333.4,0.0,0.0,0.0
346,195728,0.0,0.0,0.0,0.0,2.6000001
347,195735,0.0,0.0,1722.0,0.0,14.2
348,195736,0.0,0.0,4349.8003,0.0,32.4
349,195737,1903.8,1902.6,0.0,0.0,0.0
350,195741,1509287.4,1502666.0,372.2,0.0,55.4
351,195747,27899.8,27899.8,0.0,0.0,6.0
352,195748,0.0,0.0,435.6,0.0,3.6000001
353,195750,0.0,0.0,1181.6,12000.0,6740.6
354,195755,0.0,0.0,0.0,0.0,2.8
355,195757,0.0,0.0,0.0,1790.2001,3.0
356,195758,8000.0,8000.0,0.0,0.0,0.0
357,195759,2666.6,2666.6,0.0,0.0,0.0
358,195761,11790.8,11760.0,0.0,0.0,2.6000001
359,195764,0.0,0.0,679.4,0.0,5.2000003
360,195766,0.0,0.0,10343.2,0.0,65.6
361,195776,0.0,0.0,1958356.0,1027800.2,1716193.2
362,195781,8000.0,8002.0,0.0,0.0,0.0
363,195782,0.0,0.0,242.40001,0.0,1.6
364,195785,0.0,0.0,0.0,0.0,2.0
365,195787,0.0,0.0,0.0,0.0,2.8
366,195791,18789.0,18760.0,0.0,0.0,0.0
367,195794,14285.8,14285.8,236.2,0.0,1.6
368,195802,0.0,0.0,0.0,0.0,4.0
369,195806,18500.0,18500.0,0.0,0.0,0.0
370,195808,0.0,0.0,231.6,0.0,1.8000001
371,195813,33333.402,33333.402,0.0,0.0,0.0
372,195820,0.0,0.0,0.0,0.0,2.6000001
373,195821,0.0,0.0,0.0,0.0,0.0
374,195822,4020.0,4022.0,552.0,0.0,4.2000003
375,195823,1503.8,1503.8,0.0,0.0,0.0
376,195835,0.0,0.0,0.0,0.0,3.6000001
377,195845,0.0,0.0,230.40001,0.0,3.6000001
378,195848,1000.0,998.4,48337.8,0.0,396.2
379,195849,4699.8003,4699.8003,0.0,0.0,0.0
380,195851,0.0,0.0,3495.4001,0.0,159.2
381,195853,0.0,0.0,0.0,0.0,2.4
382,195857,12500.0,12500.0,0.0,0.0,0.0
383,195864,3588.8,3588.8,0.0,0.0,0.0
384,195866,6666.6,6666.6,0.0,0.0,0.0
385,195871,4000.0,4000.0,0.0,0.0,0.0
386,195874,0.0,0.0,253.8,0.0,2.0
387,195876,0.0,0.0,0.0,0.0,11.400001
388,195877,0.0,0.0,0.0,0.0,6.6
389,195879,7500.0,7500.0,0.0,0.0,5.2000003
390,195881,0.0,0.0,517.60004,0.0,4.2000003
391,195882,0.0,0.0,0.0,0.0,3.0
392,195884,25717.8,25717.8,0.0,0.0,0.0
393,195886,0.0,0.0,0.0,188.40001,0.6
394,195896,4444.4,4444.4,0.0,0.0,0.0
395,195897,33333.402,33333.402,0.0,0.0,0.0
396,195899,0.0,0.0,4416.6,0.0,36.2
397,195901,0.0,0.0,272.0,0.0,19.4
398,195908,2310.2,2763.0,0.0,0.0,0.0
399,195909,0.0,0.0,0.0,0.0,0.0
400,195910,0.0,0.0,298.4,0.0,2.4
401,195924,0.0,0.0,0.0,0.0,3.2
402,195926,0.0,0.0,244.8,0.0,1.6
403,195938,110.0,110.0,249.8,10.0,2.2
404,195939,37500.0,37500.0,0.0,0.0,0.0
405,195940,5074.6,4957.6,0.0,0.0,0.0
406,195943,0.0,0.0,206.0,286.6,4.6
407,195946,15000.0,15000.0,0.0,0.0,0.0
408,195947,0.0,0.0,222.0,0.0,1.8000001
409,195960,0.0,0.0,0.0,68.0,0.0
410,195965,0.0,0.0,157555.8,16146.4,4027.4001
411,195966,0.0,0.0,242.0,0.0,1.6
412,195975,0.0,0.0,1226.8,0.0,7.8
413,195978,6423.2,6423.2,0.0,0.0,0.0
414,195982,0.0,0.0,271.4,0.0,1.8000001
415,195984,0.0,0.0,0.0,0.0,0.0
416,195990,0.0,0.0,0.0,0.0,6.8
417,195992,0.0,0.0,332.6,0.0,2.8
418,195995,0.0,0.0,0.0,0.0,2.8
419,196000,0.0,0.0,1021.8,0.0,340.6
420,196002,3771.8,3766.6,0.0,0.0,0.0
421,196005,0.0,0.0,0.0,0.0,0.0
422,196009,0.0,0.0,0.0,0.0,260000.0
423,196012,0.0,0.0,224.8,0.0,1.8000001
424,196013,0.0,0.0,0.0,0.0,0.0
425,196017,0.0,0.0,538.0,0.0,4.4
426,196018,0.0,0.0,24228.0,7800.0,15433.2
427,196020,0.0,0.0,1225.0,0.0,7.8
428,196021,13333.4,13276.601,0.0,0.0,0.0
429,196022,0.0,0.0,0.0,0.0,0.0
430,196026,10200.0,10200.0,0.0,26400.0,251.0
431,196027,20416.6,20402.0,0.0,0.0,0.0
432,196031,0.0,0.0,12751.0,8466.601,794.8
433,196034,6062.8003,6062.6,0.0,0.0,0.0
434,196035,52619.0,52600.0,0.0,0.0,0.0
435,196048,0.0,0.0,860.0,0.0,7.0
436,196055,0.0,0.0,0.0,40000.0,32745.8
437,196063,0.0,0.0,0.0,0.0,0.0
438,196068,20707.201,20707.201,0.0,0.0,0.0
439,196071,0.0,0.0,0.0,0.0,3.0
440,196073,0.0,0.0,0.0,0.0,0.0
441,196074,3428.6,3404.2,0.0,0.0,6.0
442,196076,11111.2,11111.2,0.0,0.0,0.0
443,196077,0.0,0.0,0.0,0.0,0.0
444,196079,0.0,0.0,202.8,17.0,1.4
445,196085,2110.8,2110.0,0.0,0.0,0.0
446,196091,0.0,0.0,0.0,0.0,3.0
447,196095,0.0,0.0,2308.2,686.60004,677.4
448,196098,30000.0,30000.0,0.0,0.0,0.0
449,196099,10000.0,9993.2,0.0,0.0,0.0
450,196108,16590.4,16590.0,0.0,0.0,0.0
451,196118,0.0,0.0,0.0,0.0,0.0
452,196124,0.0,0.0,0.0,0.0,2.8
453,196127,66843.2,66825.2,0.0,0.0,0.0
454,196132,0.0,0.0,0.0,0.0,2.8
455,196135,38082.6,37933.402,202.2,11738.2,11805.601
456,196139,2400.0,2400.0,0.0,0.0,0.0
457,196145,0.0,0.0,0.0,0.0,24.800001
458,196147,3333.4001,3333.4001,0.0,0.0,0.0
459,196148,2222.2,2223.2,0.0,0.0,0.0
460,196149,4666.6,4666.6,0.0,0.0,0.0
461,196155,7997.2,7997.2,235.2,0.0,1.4
462,196158,0.0,0.0,22477.8,0.0,7494.4
463,196159,0.0,0.0,737.2,0.0,6.0
464,196160,5000.0,5000.0,239.0,0.0,1.6
465,196161,0.0,0.0,0.0,242.0,1.8000001
466,196162,8640.4,8640.4,11753.601,0.0,206.40001
467,196164,0.0,0.0,415.4,0.0,3.4
468,196179,0.0,0.0,2134.6,0.0,17.4
469,196180,0.0,0.0,237.6,0.0,1.6
470,196187,0.0,0.0,293.6,0.0,2.2
471,196189,0.0,0.0,0.0,0.0,0.0
472,196196,0.0,0.0,461.0,0.0,3.6000001
473,196199,6666.6,6666.6,0.0,0.0,0.0
474,196200,0.0,0.0,231.0,0.0,1.8000001
475,196201,0.0,0.0,491.4,0.0,3.2
476,196209,0.0,0.0,229.8,0.0,1.4
477,196210,0.0,0.0,0.0,0.0,6.0
478,196219,3333.4001,3333.4001,0.0,0.0,0.0
479,196222,23272.8,23272.4,0.0,0.0,0.0
480,196225,4250.0,4250.0,356.80002,0.0,2.8
481,196226,0.0,0.0,0.0,0.0,9.0
482,196227,0.0,0.0,323.4,0.0,2.6000001
483,196232,2700.8,2700.0,287.4,3300.8,3266.0
484,196234,0.0,0.0,0.0,0.0,0.0
485,196236,6000.0,6000.0,0.0,0.0,0.0
486,196242,0.0,0.0,0.0,0.0,0.0
487,196243,0.0,0.0,0.0,0.0,3.0
488,196245,0.0,0.0,0.0,0.0,3.0
489,196246,30000.0,29998.6,0.0,0.0,0.0
490,196247,0.0,0.0,0.0,0.0,1.8000001
491,196251,2898.2,2755.0,0.0,0.0,0.0
492,196254,0.0,0.0,0.0,0.0,3.0
493,196259,0.0,0.0,0.0,0.0,3.0
494,196265,0.0,0.0,307.6,0.0,2.8
495,196269,0.0,0.0,0.0,0.0,0.0
496,196278,2000.0,1999.8,0.0,0.0,0.0
497,196283,8333.4,8333.4,0.0,0.0,0.0
498,196285,0.0,0.0,1021.2,16478.201,6640.0
499,196295,0.0,0.0,0.0,0.0,3.6000001
500,196304,0.0,0.0,312.2,30400.0,10743.4
501,196305,16666.6,16666.6,208.0,0.0,1.6
502,196311,2039.0,2025.0,0.0,0.0,0.0
503,196313,0.0,0.0,0.0,0.0,0.0
504,196325,0.0,0.0,2889.2,0.0,18.4
505,196336,0.0,0.0,0.0,0.0,0.0
506,196339,13333.4,13318.4,0.0,0.0,0.0
507,196345,33333.402,33333.402,0.0,0.0,0.0
508,196346,0.0,0.0,2082.6,0.0,16.0
509,196356,10000.0,10000.0,469.0,0.0,3.0
510,196359,0.0,0.0,0.0,0.0,3.6000001
511,196366,66.6,26.6,0.0,0.0,0.0
512,196368,4907.0,4899.0,0.0,0.0,0.0
513,196371,0.0,0.0,0.0,0.0,2.6000001
514,196374,0.0,0.0,0.0,1.6,1.6
515,196377,0.0,0.0,312.80002,0.0,5.6
516,196379,0.0,0.0,0.0,0.0,3.4
517,196381,0.0,0.0,235.8,533.4,275.80002
518,196382,0.0,0.0,225.6,0.0,1.8000001
519,196391,1911.6,1850.0,0.0,0.0,0.0
520,196393,0.0,0.0,0.0,0.0,0.0
521,196394,2421.6,2353.4001,0.0,0.0,0.0
522,196395,6000.0,6000.0,0.0,0.0,0.0
