case_id,amtdebitincoming_4809443A,amtdebitoutgoing_4809440A,amtdepositbalance_4809441A,amtdepositincoming_4809444A,amtdepositoutgoing_4809442A,num_group1
195874,0.0,0.0,253.8,0.0,2.0,0
195876,0.0,0.0,0.0,0.0,11.400001,0
195877,0.0,0.0,0.0,0.0,6.6,0
195879,7500.0,7500.0,0.0,0.0,5.2000003,0
195881,0.0,0.0,517.60004,0.0,4.2000003,0
195882,0.0,0.0,0.0,0.0,3.0,0
195884,25717.8,25717.8,0.0,0.0,0.0,0
195886,0.0,0.0,0.0,188.40001,0.6,0
195896,4444.4,4444.4,0.0,0.0,0.0,0
195897,33333.402,33333.402,0.0,0.0,0.0,0
195899,0.0,0.0,4416.6,0.0,36.2,0
195901,0.0,0.0,272.0,0.0,19.4,0
195908,2310.2,2763.0,0.0,0.0,0.0,0
195909,0.0,0.0,0.0,0.0,0.0,0
195910,0.0,0.0,298.4,0.0,2.4,0
195924,0.0,0.0,0.0,0.0,3.2,0
195926,0.0,0.0,244.8,0.0,1.6,0
195938,110.0,110.0,249.8,10.0,2.2,0
195939,37500.0,37500.0,0.0,0.0,0.0,0
195940,5074.6,4957.6,0.0,0.0,0.0,0
195943,0.0,0.0,206.0,286.6,4.6,0
195946,15000.0,15000.0,0.0,0.0,0.0,0
195947,0.0,0.0,222.0,0.0,1.8000001,0
195960,0.0,0.0,0.0,68.0,0.0,0
195965,0.0,0.0,157555.8,16146.4,4027.4001,0
195966,0.0,0.0,242.0,0.0,1.6,0
195975,0.0,0.0,1226.8,0.0,7.8,0
195978,6423.2,6423.2,0.0,0.0,0.0,0
195982,0.0,0.0,271.4,0.0,1.8000001,0
195984,0.0,0.0,0.0,0.0,0.0,0
195990,0.0,0.0,0.0,0.0,6.8,0
195992,0.0,0.0,332.6,0.0,2.8,0
195995,0.0,0.0,0.0,0.0,2.8,0
196000,0.0,0.0,1021.8,0.0,340.6,0
196002,3771.8,3766.6,0.0,0.0,0.0,0
196005,0.0,0.0,0.0,0.0,0.0,0
196009,0.0,0.0,0.0,0.0,260000.0,0
196012,0.0,0.0,224.8,0.0,1.8000001,0
196013,0.0,0.0,0.0,0.0,0.0,0
196017,0.0,0.0,538.0,0.0,4.4,0
196018,0.0,0.0,24228.0,7800.0,15433.2,0
196020,0.0,0.0,1225.0,0.0,7.8,0
196021,13333.4,13276.601,0.0,0.0,0.0,0
196022,0.0,0.0,0.0,0.0,0.0,0
196026,10200.0,10200.0,0.0,26400.0,251.0,0
196027,20416.6,20402.0,0.0,0.0,0.0,0
196031,0.0,0.0,12751.0,8466.601,794.8,0
196034,6062.8003,6062.6,0.0,0.0,0.0,0
196035,52619.0,52600.0,0.0,0.0,0.0,0
196048,0.0,0.0,860.0,0.0,7.0,0
196055,0.0,0.0,0.0,40000.0,32745.8,0
196063,0.0,0.0,0.0,0.0,0.0,0
196068,20707.201,20707.201,0.0,0.0,0.0,0
196071,0.0,0.0,0.0,0.0,3.0,0
196073,0.0,0.0,0.0,0.0,0.0,0
196074,3428.6,3404.2,0.0,0.0,6.0,0
196076,11111.2,11111.2,0.0,0.0,0.0,0
196077,0.0,0.0,0.0,0.0,0.0,0
196079,0.0,0.0,202.8,17.0,1.4,0
196085,2110.8,2110.0,0.0,0.0,0.0,0
196091,0.0,0.0,0.0,0.0,3.0,0
196095,0.0,0.0,2308.2,686.60004,677.4,0
196098,30000.0,30000.0,0.0,0.0,0.0,0
196099,10000.0,9993.2,0.0,0.0,0.0,0
196108,16590.4,16590.0,0.0,0.0,0.0,0
196118,0.0,0.0,0.0,0.0,0.0,0
196124,0.0,0.0,0.0,0.0,2.8,0
196127,66843.2,66825.2,0.0,0.0,0.0,0
196132,0.0,0.0,0.0,0.0,2.8,0
196135,38082.6,37933.402,202.2,11738.2,11805.601,0
196139,2400.0,2400.0,0.0,0.0,0.0,0
196145,0.0,0.0,0.0,0.0,24.800001,0
196147,3333.4001,3333.4001,0.0,0.0,0.0,0
196148,2222.2,2223.2,0.0,0.0,0.0,0
196149,4666.6,4666.6,0.0,0.0,0.0,0
196155,7997.2,7997.2,235.2,0.0,1.4,0
196158,0.0,0.0,22477.8,0.0,7494.4,0
196159,0.0,0.0,737.2,0.0,6.0,0
196160,5000.0,5000.0,239.0,0.0,1.6,0
196161,0.0,0.0,0.0,242.0,1.8000001,0
196162,8640.4,8640.4,11753.601,0.0,206.40001,0
196164,0.0,0.0,415.4,0.0,3.4,0
196179,0.0,0.0,2134.6,0.0,17.4,0
196180,0.0,0.0,237.6,0.0,1.6,0
196187,0.0,0.0,293.6,0.0,2.2,0
196189,0.0,0.0,0.0,0.0,0.0,0
196196,0.0,0.0,461.0,0.0,3.6000001,0
196199,6666.6,6666.6,0.0,0.0,0.0,0
196200,0.0,0.0,231.0,0.0,1.8000001,0
196201,0.0,0.0,491.4,0.0,3.2,0
196209,0.0,0.0,229.8,0.0,1.4,0
196210,0.0,0.0,0.0,0.0,6.0,0
196219,3333.4001,3333.4001,0.0,0.0,0.0,0
196222,23272.8,23272.4,0.0,0.0,0.0,0
196225,4250.0,4250.0,356.80002,0.0,2.8,0
196226,0.0,0.0,0.0,0.0,9.0,0
196227,0.0,0.0,323.4,0.0,2.6000001,0
196232,2700.8,2700.0,287.4,3300.8,3266.0,0
196234,0.0,0.0,0.0,0.0,0.0,0
196236,6000.0,6000.0,0.0,0.0,0.0,0
196242,0.0,0.0,0.0,0.0,0.0,0
196243,0.0,0.0,0.0,0.0,3.0,0
196245,0.0,0.0,0.0,0.0,3.0,0
196246,30000.0,29998.6,0.0,0.0,0.0,0
196247,0.0,0.0,0.0,0.0,1.8000001,0
196251,2898.2,2755.0,0.0,0.0,0.0,0
196254,0.0,0.0,0.0,0.0,3.0,0
196259,0.0,0.0,0.0,0.0,3.0,0
196265,0.0,0.0,307.6,0.0,2.8,0
196269,0.0,0.0,0.0,0.0,0.0,0
196278,2000.0,1999.8,0.0,0.0,0.0,0
196283,8333.4,8333.4,0.0,0.0,0.0,0
196285,0.0,0.0,1021.2,16478.201,6640.0,0
196295,0.0,0.0,0.0,0.0,3.6000001,0
196304,0.0,0.0,312.2,30400.0,10743.4,0
196305,16666.6,16666.6,208.0,0.0,1.6,0
196311,2039.0,2025.0,0.0,0.0,0.0,0
196313,0.0,0.0,0.0,0.0,0.0,0
196325,0.0,0.0,2889.2,0.0,18.4,0
196336,0.0,0.0,0.0,0.0,0.0,0
196339,13333.4,13318.4,0.0,0.0,0.0,0
196345,33333.402,33333.402,0.0,0.0,0.0,0
196346,0.0,0.0,2082.6,0.0,16.0,0
196356,10000.0,10000.0,469.0,0.0,3.0,0
196359,0.0,0.0,0.0,0.0,3.6000001,0
196366,66.6,26.6,0.0,0.0,0.0,0
196368,4907.0,4899.0,0.0,0.0,0.0,0
196371,0.0,0.0,0.0,0.0,2.6000001,0
196374,0.0,0.0,0.0,1.6,1.6,0
196377,0.0,0.0,312.80002,0.0,5.6,0
196379,0.0,0.0,0.0,0.0,3.4,0
196381,0.0,0.0,235.8,533.4,275.80002,0
196382,0.0,0.0,225.6,0.0,1.8000001,0
196391,1911.6,1850.0,0.0,0.0,0.0,0
196393,0.0,0.0,0.0,0.0,0.0,0
196394,2421.6,2353.4001,0.0,0.0,0.0,0
