,case_id,amount_416A
239,12008,273.15402
240,12075,2754.51
241,12370,0.0
242,12372,14894.463
243,12495,32055.754
244,12560,2185.8582
245,12587,0.0
246,12595,0.0
247,12595,0.0
248,12595,548.8
249,12595,3920.0
250,12595,163447.44
251,12595,228000.0
252,12647,444.596
253,12739,0.0
254,12755,5741.564
255,12757,357.608
256,12807,0.0
257,12815,0.0
258,12815,0.0
259,12817,0.0
260,12817,0.0
261,12817,438.506
262,12817,8241.2
263,12933,681.328
264,13032,0.0
265,13032,0.0
266,13032,0.0
267,13032,59579.0
268,13032,113159.65
269,13039,0.0
270,13068,0.0
271,13068,0.0
272,13085,0.0
273,13085,0.0
274,13085,621.814
275,13101,266.988
276,13137,235.71
277,13399,317.724
278,13401,216.226
279,13462,0.0
280,13462,203.744
281,13501,432.238
282,13543,338.74
283,13687,4209.904
284,13694,0.0
285,13694,274.4
286,13694,1960.0
287,13694,114000.0
288,13710,754.572
289,13736,0.0
290,13772,0.0
291,13800,410.24802
292,13822,0.0
293,13828,267.542
294,13872,74276.37
295,13974,0.0
296,13974,10669.948
297,13978,0.0
298,13995,0.0
299,14067,0.0
300,14067,0.0
301,14115,0.0
302,14350,260.73
303,14482,2375.99
304,14617,0.0
305,14693,0.0
306,14767,0.0
307,14767,221.45801
308,14921,2054.47
309,14981,604.536
310,14981,124926.15
311,15095,1082.28
312,15693,836.588
313,15696,0.0
314,15696,103281.0
315,15696,329330.7
316,15697,418.88998
317,15697,739.476
318,15778,0.0
319,15845,285.426
320,15861,1003.554
321,15917,216.172
322,15917,2144154.5
323,16007,108557.83
324,16097,0.0
325,16156,16132.758
326,16272,367.72
327,16493,0.0
328,16523,44477.703
329,16524,0.0
330,16551,540.848
331,16586,0.0
332,16586,34410.34
333,16592,0.0
334,16600,407.86203
335,16634,0.0
336,16667,0.0
337,16688,83558.555
338,16699,0.0
339,16699,212.62
340,16759,253.744
341,16772,0.0
342,16772,0.0
343,16772,0.0
344,16772,0.0
345,16772,0.0
346,16772,22.0
347,16836,0.0
348,16895,266.036
349,16920,4210.956
350,16950,238.796
351,16955,237.024
352,16958,280.488
353,16967,0.0
354,17006,0.0
355,17006,356.72
356,17006,2548.0
357,17006,148200.0
358,17017,202.008
359,17021,0.0
360,17021,10056.851
361,17085,0.0
362,17085,3347.968
363,17273,0.0
364,17273,1094.248
365,17273,21177.838
366,17382,0.0
367,17398,8151.0938
368,17420,442.496
369,17439,4746.0522
370,17461,0.0
371,17461,202.00401
372,17461,121182.52
373,17501,38273.26
374,17668,0.0
375,17668,0.0
376,17668,202.008
377,17668,418.68
378,17710,0.0
379,17711,204.03801
380,17809,269.638
381,17961,0.0
382,17961,0.0
383,18068,560.892
384,18076,233.618
385,18076,1010.04803
386,18082,202.008
387,18224,56488.133
388,18253,76359.016
389,18413,203.024
390,18413,203.024
391,18419,202.01
392,18482,574.374
393,18881,278.014
394,19086,437.98398
395,19102,513.62006
396,19244,0.0
397,19244,75267.84
398,19534,539.936
399,19555,266.96002
400,19707,0.0
401,19836,269.72202
402,20016,454.934
403,20022,352.876
404,20071,0.0
405,20071,0.0
406,20071,0.0
407,20071,9000.0
408,20071,133437.0
409,20092,312.95602
410,20099,0.0
411,20102,391.312
412,20102,1001.054
413,20114,0.0
414,20278,202.00401
415,20368,316.57
416,20384,439.632
417,20399,0.0
418,20510,3025.422
419,20541,804.17004
420,20631,626.67596
421,20677,0.0
422,20700,0.0
423,20700,13557.479
424,20736,156788.55
425,20820,0.0
426,20820,0.0
427,20828,1730.6439
428,20894,2438.766
429,20907,597.738
430,20957,213.7
431,20991,280.376
432,21104,0.0
433,21104,0.0
434,21104,447.632
435,21140,0.0
436,21314,704.72406
437,21457,0.0
438,21457,1097.6
439,21457,7840.0
440,21457,451559.56
441,21457,456000.0
442,21484,408897.78
443,21690,0.0
444,21742,0.0
445,21742,9107.054
446,21751,76715.29
447,21997,1303.402
448,22012,10680.942
449,22023,4147.1143
450,22075,0.0
451,22075,229.83601
452,22085,204.304
453,22085,386.146
454,22085,9168.378
455,22161,382.704
456,22161,233328.36
457,22203,446.632
458,22324,1083.76
459,22402,0.0
460,22403,378.32
461,22420,274.24802
462,22460,554.64
463,22554,319.62
464,22592,423.754
465,22845,639.51404
466,22910,1102.51
467,23026,247.382
468,23174,219.64
469,23312,92748.4
470,23371,3250.094
471,23374,0.0
472,23453,227.606
473,23465,203.894
474,23567,510.21603
475,23636,271.816
476,23768,0.0
477,23768,2677.09
478,23800,202.88
479,24049,0.0
480,24091,0.0
481,24368,0.0
482,24368,20943.623
483,24397,879.01605
484,24431,213.616
485,24565,349.58798
486,24577,11045.103
487,24623,587.42004
488,24716,808.26605
489,24749,0.0
490,24749,500.294
491,24765,317.97
492,24836,479.11603
493,24897,407.096
494,24924,8987.654
495,24948,0.0
496,24948,9539.647
497,24969,12808.146
498,25007,52637.293
499,25057,225.70401
500,25106,0.0
501,25108,536.48
502,25203,1320.134
503,25289,224.132
504,25292,0.0
505,25292,0.0
506,25292,4947.832
507,25292,5869.458
508,25407,3021.574
509,25426,3409.188
510,25429,7257.566
511,25465,0.0
512,25465,0.0
513,25509,0.0
514,25509,0.0
515,25612,0.0
516,25616,1154.268
517,25649,165472.0
518,25699,232.20201
519,25710,0.0
520,25710,551.708
521,25729,525.708
522,25766,0.0
523,25952,13111.815
524,26076,299.756
525,26076,385.87
526,26121,294.668
527,26174,0.0
528,26174,53935.832
529,26207,1062.696
530,26453,7164.678
531,26486,0.0
532,26523,0.0
533,26523,0.0
534,26523,0.0
535,26523,0.0
536,26523,0.0
537,26523,0.0
538,26523,0.0
539,26523,108536.24
540,26584,218351.17
541,26785,0.0
542,26785,3003.8
543,26785,8549.282
544,26795,163661.22
545,26864,219.96
546,26875,1804.944
547,27141,2754.51
548,27330,0.0
549,27384,243.092
550,27509,210.95401
551,27542,476.444
552,27543,0.0
553,27543,0.0
554,27770,1368.932
555,27849,279.15802
556,27951,310.11398
557,27951,2035.8641
558,27951,23273.78
559,28092,275.922
560,28199,266.044
561,28306,260.12
562,28340,0.0
563,28340,0.0
564,28340,0.0
565,28340,202144.55
566,28377,399.83798
567,28406,547.932
568,28418,0.0
569,28433,112531.33
570,28476,0.0
571,28476,75190.35
572,28566,200.784
573,28591,289.866
574,28624,58804.145
575,28730,230.904
576,28771,250.48601
577,28777,20390.695
578,28826,520.35803
579,28909,216.34
580,28956,213.93799
581,28956,3026.788
582,29018,0.0
583,29095,238.418
584,29101,1321.004
585,29179,0.0
586,29179,0.0
587,29179,2272.102
588,29226,267.592
589,29300,1471.994
590,29380,95858.37
591,29498,1039.776
592,29585,1837.558
593,29620,0.0
594,29641,0.0
595,29641,236.576
596,29686,360.254
597,29702,9132.635
598,29754,0.0
599,29754,0.0
600,29796,1023.924
601,29840,259.73203
602,29840,342.876
603,29991,230.73401
604,30024,0.0
605,30067,0.0
606,30117,890.384
607,30121,299.416
608,30154,360.504
609,30248,0.0
610,30255,0.0
611,30255,390247.34
612,30395,0.0
613,30412,10565.7295
614,30446,203.766
615,30568,403.802
616,30601,0.0
617,30601,3200.0
618,30601,26636.545
619,30751,46404.94
620,30877,10592.397
621,30923,18318.787
622,30999,0.0
623,31094,0.0
624,31178,1146.964
625,31306,335.682
626,31309,0.0
627,31358,266.07602
628,31378,61135.324
629,31486,0.0
630,31486,0.0
631,31486,0.0
632,31486,1032.946
633,31561,3250.83
634,31600,0.0
635,31806,0.0
636,31967,0.0
637,32001,274.33603
638,32166,30857.49
639,32196,1838.792
640,32230,0.0
641,32230,228.002
642,32270,0.0
643,32298,221339.58
644,32371,18822.521
645,32424,0.0
646,32424,0.0
647,32576,28837.99
648,32614,0.0
649,32614,23483.842
650,32675,2040.4401
651,32702,536.77997
652,32767,0.0
653,32767,282.40802
654,32812,415.92404
655,32966,0.0
656,32974,267.668
657,33017,0.0
658,33017,0.0
659,33020,0.0
660,33020,0.0
661,33049,0.0
662,33049,0.0
663,33095,276.516
664,33147,242.818
665,33230,211.38
666,33230,348.742
667,33300,5503.014
668,33317,240.198
669,33414,259.78
670,33638,412.076
671,33679,3218.876
672,33750,0.0
673,34013,206.26001
674,34019,0.0
675,34041,325.502
676,34064,403.744
677,34128,31263.234
678,34144,210.05
679,34344,0.0
680,34344,0.0
681,34364,244.75401
682,34364,1019.184
683,34469,233.656
684,34469,3526.6218
685,34511,713.52997
686,34584,311.242
687,34589,0.0
688,34589,1613.192
689,34592,11262.494
690,34704,560.12006
691,34711,52720.156
692,34945,134207.3
693,34952,0.0
694,34952,0.0
695,34952,0.0
696,34952,0.0
697,35169,0.0
698,35169,154329.6
699,35186,98257.15
700,35209,0.0
701,35211,476.82404
702,35246,6062.04
703,35277,0.0
704,35277,0.0
705,35277,0.0
706,35277,0.0
707,35277,302.44
708,35277,2160.292
709,35277,28698.797
710,35277,125649.664
711,35555,222.046
712,35688,373.368
713,35771,0.0
714,35878,0.0
715,35878,409.228
716,36007,789.612
717,36075,578.918
718,36111,22.522001
719,36111,390256.2
720,36153,0.0
721,36153,272.756
722,36238,0.0
723,36270,345.538
724,36273,3334.158
725,36375,407.506
726,36390,9626.851
727,36489,443239.97
728,36515,380.84
729,36607,0.0
730,36648,1617.5741
731,36708,371.178
732,36743,0.0
733,36805,305.83798
734,36912,289.902
735,36917,0.0
736,37017,1015.82
737,37192,475.62204
738,37206,283.21002
739,37338,0.0
740,37360,397.23602
741,37576,407.686
742,37577,0.0
743,37577,0.0
744,37587,29824.682
745,37590,599.004
746,37806,0.0
747,37806,0.0
748,37806,0.0
749,38028,168095.9
750,38061,290.564
751,38111,0.0
752,38111,0.0
753,38139,0.0
754,38139,0.0
755,38164,2169.842
756,38274,230.222
757,38274,309.288
758,38338,0.0
759,38338,0.0
760,38381,207.18001
761,38542,108676.56
762,38605,345.794
763,38696,280.028
764,38697,1222.022
765,38877,0.0
766,38902,0.0
767,38913,202.00601
768,38913,239.342
769,38997,0.0
770,39138,270.028
771,39198,0.0
772,39227,280.286
773,39243,0.0
774,39243,0.0
775,39311,16250.208
776,39475,0.0
777,39800,554.238
778,39805,552.45404
779,39969,344.45
780,40047,0.0
781,40047,451.104
782,40057,0.0
783,40057,418.80002
784,40060,227.18602
785,40164,2386.822
786,40368,354.13602
787,40383,0.0
788,40451,3796.948
789,40498,0.0
790,40498,0.0
791,40498,0.0
792,40498,20411.6
793,40498,37969.676
794,40525,0.0
795,40525,0.0
796,40525,0.0
797,40525,0.0
798,40525,203.744
799,40748,207.592
800,40775,1247.076
801,40796,71866.625
802,40806,2790.426
803,40834,271.288
804,40884,0.0
805,40884,0.0
806,40884,0.0
807,40884,0.0
808,40884,0.0
809,40884,0.0
810,40884,4180.5483
811,40884,43739.402
812,40884,150696.77
813,40986,0.0
814,41055,0.0
815,41055,1746.844
816,41089,535.346
817,41245,274.072
818,41292,0.0
819,41318,0.0
820,41381,121790.02
821,41401,0.0
822,41401,399613.28
823,41444,0.0
824,41508,307949.6
825,41728,0.0
826,41871,1001.07404
827,41932,0.0
828,42067,1364.786
829,42138,307.98203
830,42170,52404.293
831,42364,389.786
832,42526,209.066
833,42526,310.33002
834,42582,11001.466
835,42654,0.0
836,42728,243.79399
837,42741,0.0
838,42741,505.882
839,42830,404.01
840,42851,478.10602
841,42868,0.0
842,42948,0.0
843,42951,18445.771
844,43069,82977.555
845,43294,202.008
846,43339,0.0
847,43339,0.0
848,43399,0.0
849,43399,5145.664
850,43444,0.0
851,43444,0.0
852,43473,4463.768
853,43510,295.392
854,43565,701.504
855,43679,0.0
856,43690,0.0
857,43690,0.0
858,43690,0.0
859,43690,0.0
860,43690,0.0
861,43690,0.0
862,43690,0.0
863,43690,0.0
864,43690,0.0
865,43690,0.0
866,43690,0.0
867,44053,1261.568
868,44105,0.0
869,44230,275.12
870,44309,280.02
871,44406,202.00401
872,44408,132216.0
873,44587,202.00601
874,44608,5420.7603
875,44623,0.0
876,44623,0.0
877,44623,0.0
878,44634,0.0
879,44735,1810.7981
880,44816,0.0
881,44816,0.0
882,44842,0.0
883,44844,0.0
884,44863,0.0
885,44863,0.0
886,44863,3198.5242
887,44988,0.0
888,44988,750.404
889,45110,0.0
890,45110,0.0
891,45338,0.0
892,45410,0.0
893,45542,0.0
894,45556,202.008
895,45571,317.792
896,45574,233.91202
897,45584,0.0
898,45616,239.62401
899,45716,0.0
900,45716,653.05804
901,45863,1009792.8
902,45881,0.0
903,45881,0.0
904,45881,0.0
905,45930,0.0
906,45930,0.0
907,45937,442.896
908,45988,11800.512
909,46040,0.0
910,46040,209.672
911,46100,0.0
912,46159,0.0
913,46166,549.01404
914,46199,0.0
915,46285,91763.51
916,46290,785.486
917,46357,602.304
918,46406,0.0
919,46501,0.0
920,46540,555.518
921,46942,201.582
922,47131,0.0
923,47268,268.63602
924,47328,200.31999
925,47414,202.01
926,47438,279.688
927,47445,0.0
928,47447,0.0
929,47533,62277.76
930,47599,232.396
931,47772,0.0
932,47772,0.0
933,47772,0.0
934,47772,0.0
935,47772,0.0
936,47772,383.38202
937,47812,0.0
938,47824,0.0
939,47910,0.0
940,47913,0.0
941,47915,330.626
942,48025,433.35602
943,48102,943.684
944,48138,552.40204
945,48138,552.40204
946,48138,552.40204
947,48266,0.0
948,48266,32463.4
949,48266,74498.516
950,48343,475.548
951,48430,26003.14
952,48467,0.0
953,48484,266.816
954,48559,1302.842
955,48572,552.468
956,48593,276.808
957,48604,2183.218
958,48664,2662.378
959,48760,206.92601
960,48793,157688.61
961,48813,403.032
962,48929,282.224
963,48936,0.0
964,49093,271.22
965,49287,1601.362
966,49296,434.386
967,49301,0.0
968,49301,0.0
969,49301,1257.306
970,49304,0.0
971,49304,10360.8
972,49544,0.0
973,49544,548.8
974,49544,3920.0
975,49544,43925.92
976,49544,228000.0
977,49551,231.23001
978,49666,620.56805
979,49796,0.0
980,49852,268.10202
981,49920,0.0
982,50003,0.0
983,50033,0.0
984,50033,0.0
985,50033,0.0
986,50033,4711.316
987,50033,24000.0
988,50045,0.0
989,50045,99953.6
990,50059,0.0
991,50179,0.0
992,50179,6291.678
993,50179,30200.0
994,50179,57349.72
995,50204,0.0
996,50204,4664.8003
997,50204,5654.0283
998,50204,33320.0
999,50204,1938000.0
1000,50288,566.52
1001,50353,220.91202
1002,50354,5777.084
1003,50381,0.0
1004,50457,0.0
1005,50492,0.0
1006,50492,0.0
1007,50530,211.572
1008,50554,1951.498
1009,50590,0.0
1010,50590,0.0
1011,50590,91261.6
1012,50590,425677.97
1013,50709,0.0
1014,50803,0.0
1015,50803,4881.8423
1016,50806,2368.194
1017,50866,273.77
1018,50890,0.0
1019,50890,4124.162
1020,50890,200587.42
1021,51057,42108.418
1022,51132,212.25601
1023,51431,0.0
1024,51431,0.0
1025,51590,0.0
1026,51620,203636.3
1027,51652,18115.062
1028,51670,0.0
1029,51712,0.0
1030,51869,4399.534
1031,51888,0.0
1032,51888,0.0
1033,51888,324.266
1034,51945,0.0
1035,51945,0.0
1036,51945,203.922
1037,52006,7540.7563
1038,52151,0.0
1039,52151,0.0
1040,52151,208.76599
1041,52151,71743.8
1042,52178,2015.1039
1043,52197,0.0
1044,52197,0.0
1045,52222,201.582
1046,52223,30564.77
1047,52267,10632.0205
1048,52550,0.0
1049,52636,0.0
1050,52636,330.35
1051,52647,415.332
1052,52647,4103.836
1053,52658,0.0
1054,52658,0.0
1055,52743,11307.204
1056,52783,245.28401
1057,52844,34747.367
1058,52878,0.0
1059,52878,284.756
1060,52908,0.0
1061,52908,332.86002
1062,52908,361291.72
1063,52972,883.984
1064,53001,0.0
1065,53120,0.0
1066,53171,0.0
1067,53171,36842.145
1068,53401,339.298
1069,53583,235112.38
1070,53903,0.0
1071,53903,132339.17
1072,53926,0.0
1073,53926,0.0
1074,53926,426.254
1075,54023,241.78601
1076,54104,8244.416
1077,54120,379.926
1078,54151,0.0
1079,54220,0.0
1080,54220,0.0
1081,54220,0.0
1082,54235,0.0
1083,54235,564.202
1084,54241,0.0
1085,54241,0.0
1086,54348,243.572
1087,54401,269.646
1088,54403,0.0
1089,54517,271.49
1090,54546,277.55002
1091,54609,0.0
1092,54752,0.0
1093,54911,0.0
1094,54911,0.0
1095,54911,360.116
1096,54949,581.546
1097,54990,622.36804
1098,55185,43552.812
1099,55299,0.0
1100,55299,1129.806
1101,55299,2165.808
1102,55313,0.0
1103,55381,32691.826
1104,55384,475396.22
1105,55594,1612.962
1106,55660,802.008
1107,55780,0.0
1108,55843,48614.426
1109,55843,52483.95
1110,56286,0.0
1111,56286,2123447.8
1112,56316,0.0
1113,56466,21150.93
1114,56644,0.0
1115,56644,0.0
1116,56671,0.0
1117,56822,0.0
1118,56825,282.40802
1119,57134,22097.744
1120,57204,0.0
1121,57212,0.0
1122,57242,282.82
1123,57245,0.0
1124,57245,0.0
1125,57245,296.522
1126,57248,556.416
1127,57276,4062.1
1128,57315,2035.306
1129,57315,87215.57
1130,57466,279.4
1131,57599,4534.152
1132,103063,257.896
1133,103081,0.0
1134,103081,0.0
1135,103081,0.0
1136,103081,0.0
1137,103081,0.0
1138,103081,201.36801
1139,103081,40758.082
1140,103092,334.006
1141,103093,4756.248
1142,103094,0.0
1143,103094,0.0
1144,103094,711.238
1145,103098,0.0
1146,103099,0.0
1147,103106,0.0
1148,103108,0.0
1149,103121,256.752
1150,103126,0.0
1151,103129,1085.802
1152,103131,2308.07
1153,103139,271.216
1154,103141,20543.092
1155,103149,245.376
1156,103156,0.0
1157,103156,0.0
1158,103164,236.026
1159,103166,0.0
1160,103166,0.0
1161,103166,1136.08
1162,103169,0.0
1163,103179,227.288
1164,103185,272.42
1165,103185,316.88202
1166,103185,7827.822
1167,103187,0.0
1168,103187,379.268
1169,103188,288.626
1170,103194,0.0
1171,103194,0.0
1172,103194,0.0
1173,103194,0.0
1174,103194,0.0
1175,103194,236.63
1176,103196,0.0
1177,103196,0.0
1178,103196,0.0
1179,103196,0.0
1180,103196,0.0
1181,103196,0.0
1182,103196,0.0
1183,103196,0.0
1184,103196,0.0
1185,103196,0.0
1186,103196,37.7
1187,103196,808.086
1188,103196,77108.766
1189,103200,213.92801
1190,103216,2006.784
1191,103221,208.48001
1192,103225,815.06805
1193,103230,1100.4921
1194,103233,270.574
1195,103249,0.0
1196,103255,0.0
1197,103260,202.95201
1198,103266,0.0
1199,103266,0.0
1200,103273,1186.142
1201,103276,309.988
1202,103280,4678.562
1203,103284,820.14404
1204,103291,203.518
1205,103298,0.0
1206,103298,0.0
1207,103298,289.40802
1208,103308,402.30402
1209,103314,11069.366
1210,103326,223.322
1211,103336,1098.23
1212,103337,0.0
1213,103343,0.0
1214,103343,0.0
1215,103343,0.0
1216,103343,0.0
1217,103343,0.0
1218,103343,0.0
1219,103343,0.0
1220,103343,0.0
1221,103343,0.0
1222,103343,0.0
1223,103343,0.0
1224,103343,0.0
1225,103343,0.0
1226,103343,0.0
1227,103343,0.0
1228,103343,0.0
1229,103343,0.0
1230,103343,0.0
1231,103343,0.0
1232,103343,0.0
1233,103343,0.0
1234,103343,243.62401
1235,103351,207.88799
1236,103357,413.598
1237,103360,358.342
1238,103366,0.0
1239,103370,1128.968
1240,103372,274.97202
1241,103381,3791.9578
1242,103389,386.566
1243,103392,403.814
1244,103393,269.516
1245,103399,6704.1655
1246,103401,0.0
1247,103401,30602.098
1248,103407,0.0
1249,103409,0.0
1250,103409,484.728
1251,103413,2796.728
1252,103417,0.0
1253,103425,0.0
1254,103433,1389.3881
1255,103434,1409.932
1256,103440,397.556
1257,103441,273.846
1258,103444,255.876
1259,103448,0.0
1260,103450,742.388
1261,103452,4218.326
1262,103470,796.466
1263,103481,3637.7898
1264,103484,0.0
1265,103499,273.97
1266,103505,0.0
1267,103505,0.0
1268,103509,0.0
1269,103509,0.0
1270,103515,0.0
1271,103522,0.0
1272,103534,202.008
1273,103534,275.536
1274,103537,0.0
1275,103537,205.0
1276,103537,252.296
1277,103543,3540.112
1278,103548,691.216
1279,103548,1009.56396
1280,103550,204.55
1281,103550,329.174
1282,103558,203.86601
1283,103574,0.0
1284,103574,282.308
1285,103575,1571.1481
1286,103576,2386.6882
1287,103580,242.324
1288,103583,0.0
1289,103583,324.53
1290,103583,59778.652
1291,103584,259.68402
1292,103586,299.372
1293,103590,237.42801
1294,103592,0.0
1295,103597,551.076
1296,103605,536.088
1297,103616,0.0
1298,103616,0.0
1299,103616,619.386
1300,103628,269.892
1301,103637,0.0
1302,103649,2192.202
1303,103651,0.0
1304,103654,204.04001
1305,103663,203.838
1306,103677,0.0
1307,103677,0.0
1308,103682,0.0
1309,103683,0.0
1310,103687,203.404
1311,103691,436.76
1312,103694,0.0
1313,103694,203.882
1314,103694,213.668
1315,103695,202.008
1316,103695,556.416
1317,103701,360.9
1318,103709,4146.6763
1319,103713,701.70404
1320,103728,230.73799
1321,103739,232.56201
1322,103740,0.0
1323,103740,0.0
1324,103743,256.172
1325,103745,0.0
1326,103752,0.0
1327,103752,0.0
1328,103752,241.816
1329,103768,0.0
1330,103770,277.806
1331,103774,0.0
1332,103776,0.0
1333,103776,463.478
1334,103779,210.21599
1335,103781,599.51605
1336,103783,0.0
1337,103786,0.0
1338,103786,42836.47
1339,103802,0.0
1340,103803,205.37
1341,103803,205.52
1342,103808,1381.872
1343,103811,0.0
1344,103811,0.0
1345,103811,321.672
1346,103812,241.88
1347,103816,605.71
1348,103827,406.55402
1349,103829,2298.336
1350,103842,0.0
1351,103842,0.0
1352,103842,692.564
1353,103848,0.0
1354,103848,514.38
1355,103852,0.0
1356,103853,0.0
1357,103859,0.0
1358,103859,0.0
1359,103859,0.0
1360,103859,0.0
1361,103859,258.988
1362,103866,276.438
1363,103875,0.0
1364,103875,0.0
1365,103875,0.0
1366,103875,0.0
1367,103875,0.0
1368,103875,253.674
1369,103892,0.0
1370,103892,2145.362
1371,103896,968.91205
1372,103900,0.0
1373,103900,250.73201
1374,103903,0.0
1375,103906,280.85
1376,103916,0.0
1377,103917,1054.414
1378,103920,282.40802
1379,103923,0.0
1380,103932,667.43
1381,103935,312.96002
1382,103957,238.5
1383,103957,302.88
1384,103958,421.68198
1385,103968,259.874
1386,103968,259.874
1387,103980,1344.164
1388,103993,0.0
1389,103993,320.104
1390,103995,0.0
1391,103998,251.71202
1392,104003,0.0
1393,104003,0.0
1394,104003,0.0
1395,104013,0.0
1396,104013,397.122
1397,104013,1550.654
1398,104019,404.01202
1399,104030,0.0
1400,104030,0.0
1401,104030,39206.9
1402,104034,461.406
1403,104043,0.0
1404,104043,0.0
1405,104046,0.0
1406,104048,0.0
1407,104048,0.0
1408,104049,223.596
1409,104049,252.744
1410,104068,207.46202
1411,104072,0.0
1412,104072,331.48602
1413,104073,263.252
1414,104074,0.0
1415,104074,386.752
1416,104076,0.0
1417,104077,253.654
1418,104078,0.0
1419,104078,3024.824
1420,104084,7283.018
1421,104087,203.966
1422,104096,425.27402
1423,104103,0.0
1424,104103,833.152
1425,104105,0.0
1426,104107,0.0
1427,104108,279.734
1428,104114,343.13998
1429,104129,271.4
1430,104129,1145.774
1431,104133,394.006
1432,104139,1072.76
1433,104148,287.134
1434,104151,1345.156
1435,104174,0.0
1436,104176,1019.8981
1437,104191,0.0
1438,104191,0.0
1439,104191,0.0
1440,104191,2027.402
1441,104192,1619.438
1442,104194,0.0
1443,104194,303.976
1444,104203,0.0
